id,value,LeastPrivilegeRole,adminConsentDescription,adminConsentDisplayName
0f3420c2-c6ec-46de-ab72-fd51267087d5,TeamsAppInstallation.ReadSelectedForChat,Reports Reader,Allows the app to read the selected Teams apps that are installed in chats the signed-in user can access. Does not give the ability to read application-specific settings.,Read selected installed Teams apps in chats
b55df1c0-db20-435b-aef2-afe6ed487e16,TeamsAppInstallation.ReadSelectedForTeam,Reports Reader,Allows the app to read the selected Teams apps that are installed in teams the signed-in user can access. Does not give the ability to read application-specific settings.,Read selected installed Teams apps in teams
fe2e4e1d-101f-4fb2-9cb1-9d6659db45d4,TeamsAppInstallation.ReadSelectedForUser,Reports Reader,Allows the app to read the selected Teams apps that are installed for the signed-in user. Does not give the ability to read application-specific settings.,Read user's selected installed Teams apps
e1408a66-8f82-451b-a2f3-3c3e38f7413f,TeamsAppInstallation.ReadWriteAndConsentForChat,Teams Administrator,"Allows the app to read, install, upgrade, and uninstall Teams apps in chats the signed-in user can access. Gives the ability to manage permission grants for accessing those specific chats' data.",Manage installed Teams apps in chats
946349d5-2a9d-4535-abc0-7beeacaedd1d,TeamsAppInstallation.ReadWriteAndConsentForTeam,Teams Administrator,"Allows the app to read, install, upgrade, and uninstall Teams apps in teams the signed-in user can access. Gives the ability to manage permission grants for accessing those specific teams' data.",Manage installed Teams apps in teams
2da62c49-dfbd-40df-ba16-fef3529d391c,TeamsAppInstallation.ReadWriteAndConsentForUser,Teams Administrator,"Allows the app to read, install, upgrade, and uninstall Teams apps in user accounts, on behalf of the signed-in user. Gives the ability to manage permission grants for accessing those specific users' data.",Manage installation and permission grants of Teams apps in users' personal scope
a0e0e18b-8fb2-458f-8130-da2d7cab9c75,TeamsAppInstallation.ReadWriteAndConsentSelfForChat,Teams Administrator,"Allows a Teams app to read, install, upgrade, and uninstall itself in chats the signed-in user can access, and manage its permission grants for accessing those specific chats' data.",Allow the Teams app to manage itself and its permission grants in chats
4a6bbf29-a0e1-4a4d-a7d1-cef17f772975,TeamsAppInstallation.ReadWriteAndConsentSelfForTeam,Teams Administrator,"Allows a Teams app to read, install, upgrade, and uninstall itself in teams the signed-in user can access, and manage its permission grants for accessing those specific teams' data.",Allow the Teams app to manage itself and its permission grants in teams
7a349935-c54d-44ab-ab66-1b460d315be7,TeamsAppInstallation.ReadWriteAndConsentSelfForUser,User Administrator,"Allows a Teams app to read, install, upgrade, and uninstall itself in user accounts, and manage its permission grants for accessing those specific users' data, on behalf of the signed-in user.",Allow the Teams app to manage itself and its permission grants in user accounts
aa85bf13-d771-4d5d-a9e6-bca04ce44edf,TeamsAppInstallation.ReadWriteForChat,Teams Administrator,"Allows the app to read, install, upgrade, and uninstall Teams apps in chats the signed-in user can access. Does not give the ability to read application-specific settings.",Manage installed Teams apps in chats
2e25a044-2580-450d-8859-42eeb6e996c0,TeamsAppInstallation.ReadWriteForTeam,Teams Administrator,"Allows the app to read, install, upgrade, and uninstall Teams apps in teams the signed-in user can access. Does not give the ability to read application-specific settings.",Manage installed Teams apps in teams
093f8818-d05f-49b8-95bc-9d2a73e9a43c,TeamsAppInstallation.ReadWriteForUser,Teams Administrator,"Allows the app to read, install, upgrade, and uninstall Teams apps installed for the signed-in user. Does not give the ability to read application-specific settings.",Manage user's installed Teams apps
690aa3b6-4b71-41c2-a990-77a8c4768d2b,TeamsAppInstallation.ReadWriteSelectedForChat,Teams Administrator,"Allows the app to read, install, upgrade, and uninstall selected Teams apps in chats the signed-in user can access. Does not give the ability to read application-specific settings.",Manage selected Teams apps installed in chats
9131c833-9a49-4c54-b38f-615ecfc4fc69,TeamsAppInstallation.ReadWriteSelectedForTeam,Teams Administrator,"Allows the app to read, install, upgrade, and uninstall selected Teams apps in teams the signed-in user can access. Does not give the ability to read application-specific settings.",Manage selected Teams apps installed in teams
ea819e27-c92a-4118-b83b-4540b125d744,TeamsAppInstallation.ReadWriteSelectedForUser,User Administrator,"Allows the app to read, install, upgrade, and uninstall selected Teams apps installed for the signed in user. Does not give the ability to read application-specific settings.",Manage selected Teams apps installed for a user
0ce33576-30e8-43b7-99e5-62f8569a4002,TeamsAppInstallation.ReadWriteSelfForChat,Teams Administrator,"Allows a Teams app to read, install, upgrade, and uninstall itself in chats the signed-in user can access.",Allow the Teams app to manage itself in chats
0f4595f7-64b1-4e13-81bc-11a249df07a9,TeamsAppInstallation.ReadWriteSelfForTeam,Teams Administrator,"Allows a Teams app to read, install, upgrade, and uninstall itself to teams the signed-in user can access.",Allow the app to manage itself in teams
48638b3c-ad68-4383-8ac4-e6880ee6ca57,TeamSettings.Read.All,Teams Administrator,"Read all teams' settings, on behalf of the signed-in user.",Read teams' settings
39d65650-9d3e-4223-80db-a335590d027e,TeamSettings.ReadWrite.All,Teams Administrator,"Read and change all teams' settings, on behalf of the signed-in user.",Read and change teams' settings
6997c35c-a586-440c-8a0b-4ffe5d118dc0,TeamsPolicyUserAssign.ReadWrite.All,Teams Administrator,Allow the app to read or write/update the policy assignment and unassigment for Teams users for all policy type categories.,Read and Write Teams policy user assignment and unassigment for all policy types.
ea2cbd09-253c-4f69-a0e6-07383c5f07cc,TeamsResourceAccount.Read.All,Global Reader,Allows the app to read your tenant's resource accounts on behalf of the signed-in admin user.,Read Teams resource accounts
a9ff19c2-f369-4a95-9a25-ba9d460efc8e,TeamsTab.Create,Teams Administrator,"Allows the app to create tabs in any team in Microsoft Teams, on behalf of the signed-in user. This does not grant the ability to read, modify or delete tabs after they are created, or give access to the content inside the tabs.",Create tabs in Microsoft Teams.
59dacb05-e88d-4c13-a684-59f1afc8cc98,TeamsTab.Read.All,Teams Administrator,"Read the names and settings of tabs inside any team in Microsoft Teams, on behalf of the signed-in user. This does not give access to the content inside the tabs.",Read tabs in Microsoft Teams.
b98bfd41-87c6-45cc-b104-e2de4f0dafb9,TeamsTab.ReadWrite.All,Teams Administrator,"Read and write tabs in any team in Microsoft Teams, on behalf of the signed-in user. This does not give access to the content inside the tabs.",Read and write tabs in Microsoft Teams.
ee928332-e9c2-4747-b4a0-f8c164b68de6,TeamsTab.ReadWriteForChat,Teams Administrator,"Allows a Teams app to read, install, upgrade, and uninstall all tabs in chats the signed-in user can access.",Allow the Teams app to manage all tabs in chats
c975dd04-a06e-4fbb-9704-62daad77bb49,TeamsTab.ReadWriteForTeam,Teams Administrator,"Allows a Teams app to read, install, upgrade, and uninstall all tabs to teams the signed-in user can access.",Allow the Teams app to manage all tabs in teams
0c219d04-3abf-47f7-912d-5cca239e90e6,TeamsTab.ReadWriteSelfForChat,Teams Administrator,"Allows a Teams app to read, install, upgrade, and uninstall its own tabs in chats the signed-in user can access.",Allow the Teams app to manage only its own tabs in chats
f266662f-120a-4314-b26a-99b08617c7ef,TeamsTab.ReadWriteSelfForTeam,Teams Administrator,"Allows a Teams app to read, install, upgrade, and uninstall its own tabs to teams the signed-in user can access.",Allow the Teams app to manage only its own tabs in teams
1bc6eab1-058d-4557-b011-d4c41cec88b7,TeamsTelephoneNumber.Read.All,Teams Telephony Administrator,"Allows the app to read your tenant's acquired telephone number details on behalf of the signed-in admin user. Acquired telephone numbers may include attributes related to assigned object, emergency location, network site, etc.",Read Tenant-Acquired Telephone Number Details
424b07a8-1209-4d17-9fe4-9018a93a1024,TeamsTelephoneNumber.ReadWrite.All,Teams Telephony Administrator,"Allows the app to read and modify your tenant's acquired telephone number details on behalf of the signed-in admin user. Acquired telephone numbers may include attributes related to assigned object, emergency location, network site, etc.",Read and Modify Tenant-Acquired Telephone Number Details
5c469ce4-dab5-4afd-b9de-14f1ba4004a7,TeamsUserConfiguration.Read.All,Teams Administrator,"Allows the app to read your tenant's user configurations on behalf of the signed-in admin user. User configuration may include attributes related to user, such as telephone number, assigned policies, etc.",Read Teams user configurations
594f4bb6-c083-4cf9-8aa8-213823bdf351,Teamwork.Read.All,Teams Administrator,"Allows the app to read the teamwork settings of the organization, on behalf of the signed-in user.",Read organizational teamwork settings
87c556f0-2bd9-4eed-bd74-5dd8af6eaf7e,TeamworkAppSettings.ReadWrite.All,Global Reader,Allows the app to read and write the Teams app settings on behalf of the signed-in user.,Read and write Teams app settings
b659488b-9d28-4208-b2be-1c6652b3c970,TeamworkDevice.Read.All,Teams Devices Administrator,Allow the app to read the management data for Teams devices on behalf of the signed-in user.,Read Teams devices
ddd97ecb-5c31-43db-a235-0ee20e635c40,TeamworkDevice.ReadWrite.All,Teams Devices Administrator,Allow the app to read and write the management data for Teams devices on behalf of the signed-in user.,Read and write Teams devices
57587d0b-8399-45be-b207-8050cec54575,TeamworkTag.Read,Directory Readers,"Allows the app to read tags in Teams, on behalf of the signed-in user.",Read tags in Teams
539dabd7-b5b6-4117-b164-d60cd15a8671,TeamworkTag.ReadWrite,Teams Administrator,"Allows the app to read and write tags in Teams, on behalf of the signed-in user.",Read and write tags in Teams
b4d26916-07e0-4daf-9096-9f6d9174aa96,TeamworkUserInteraction.Read.All,Global Reader,Allows the app to read all of the possible Teams interactions between the signed-in user and other users,Read all of the possible Teams interactions between the user and other users
297f747b-0005-475b-8fef-c890f5152b38,TermStore.Read.All,Directory Readers,"Allows the app to read the term store data that the signed-in user has access to. This includes all sets, groups and terms in the term store.",Read term store data
6c37c71d-f50f-4bff-8fd3-8a41da390140,TermStore.ReadWrite.All,Knowledge Administrator,"Allows the app to read or modify data that the signed-in user has access to.ï¿½ï¿½This includes all sets, groups and terms in the term store.",Read and write term store data
cac97e40-6730-457d-ad8d-4852fddab7ad,ThreatAssessment.ReadWrite.All,Security Reader,Allows an app to read your organization's threat assessment requests on behalf of the signed-in user. Also allows the app to create new requests to assess threats received by your organization on behalf of the signed-in user.,Read and write threat assessment requests
b152eca8-ea73-4a48-8c98-1a6742673d99,ThreatHunting.Read.All,Security Reader,"Allows the app to run hunting queries, on behalf of the signed-in user.",Run hunting queries
9cc427b4-2004-41c5-aa22-757b755e9796,ThreatIndicators.Read.All,Security Reader,"Allows the app to read all the indicators for your organization, on behalf of the signed-in user.",Read all threat indicators
91e7d36d-022a-490f-a748-f8e011357b42,ThreatIndicators.ReadWrite.OwnedBy,Security Operator,"Allows the app to create threat indicators, and fully manage those threat indicators (read, update and delete), on behalf of the signed-in user. ï¿½ï¿½It cannot update any threat indicators it does not own.",Manage threat indicators this app creates or owns
f266d9c0-ccb9-4fb8-a228-01ac0d8d6627,ThreatIntelligence.Read.All,Security Reader,"Allows the app to read threat intelligence information, such as indicators, observations, and articles, on behalf of the signed-in user.",Read all threat intelligence information
7083913a-4966-44b6-9886-c5822a5fd910,ThreatSubmission.Read.All,Security Reader,Allows the app to read your organization's threat submissions and threat submission policies on behalf of the signed-in user.,Read all threat submissions
8458e264-4eb9-4922-abe9-768d58f13c7f,ThreatSubmission.ReadWrite.All,Security Operator,Allows the app to read your organization's threat submissions and threat submission policies on behalf of the signed-in user. Also allows the app to create new threat submissions on behalf of the signed-in user.,Read and write all threat submissions
059e5840-5353-4c68-b1da-666a033fc5e8,ThreatSubmissionPolicy.ReadWrite.All,Security Administrator,Allows the app to read your organization's threat submission policies on behalf of the signed-in user. Also allows the app to create new threat submission policies on behalf of the signed-in user.,Read and write all threat submission policies
79c4c76f-409a-4f98-884d-e2c09291ec26,Topic.Read.All,Global Reader,Allows the app to read topics data on behalf of the signed-in user.,Read topic items
7ad34336-f5b1-44ce-8682-31d7dfcd9ab9,TrustFrameworkKeySet.Read.All,B2C IEF Keyset Administrator,Allows the app to read trust framework key set properties on behalf of the signed-in user.,Read trust framework key sets
39244520-1e7d-4b4a-aee0-57c65826e427,TrustFrameworkKeySet.ReadWrite.All,B2C IEF Keyset Administrator,Allows the app to read and write trust framework key set properties on behalf of the signed-in user.,Read and write trust framework key sets
73e75199-7c3e-41bb-9357-167164dbb415,UnifiedGroupMember.Read.AsGuest,Directory Readers,"Allows the app to read basic unified group properties, memberships and owners of the group the signed-in guest is a member of.",Read unified group memberships as guest
550e695c-7511-40f4-ac79-e8fb9c82552d,User-ConvertToInternal.ReadWrite.All,User Administrator,"Allow the app to convert an external user to an internal member user, on behalf of signed-in user.",Convert an external user to internal memeber user
ed8d2a04-0374-41f1-aefe-da8ac87ccc87,User-LifeCycleInfo.Read.All,Directory Readers,"Allows the app to read the lifecycle information like employeeLeaveDateTime of users in your organization, on behalf of the signed-in user.",Read all users' lifecycle information
7ee7473e-bd4b-4c9f-987c-bd58481f5fa2,User-LifeCycleInfo.ReadWrite.All,User Administrator,"Allows the app to read and write the lifecycle information like employeeLeaveDateTime of users in your organization, on behalf of the signed-in user.",Read and write all users' lifecycle information
6166886a-9576-433b-8544-658177bdef1d,User-Mail.ReadWrite.All,User Administrator,"Allows the app to read and write secondary mail addresses for all users, on behalf of the signed-in user.",Read and write secondary mail addresses for users
56760768-b641-451f-8906-e1b8ab31bca7,User-PasswordProfile.ReadWrite.All,Helpdesk Administrator,"Allows the app to read and write password profiles and reset passwords for all users, on behalf of the signed-in user.",Read and write password profiles and reset user passwords
e29d5979-5b06-4a7f-ae24-6a9348d2e1ff,User-Phone.ReadWrite.All,User Administrator,"Allows the app to read and write the mobile phone and business phones for all users, on behalf of the signed-in user.",Read and write user mobile phone and business phones
4bb440cd-2cf2-4f90-8004-aa2acd2537c5,User.DeleteRestore.All,User Administrator,"Allows the app to delete and restore all users, on behalf of the signed-in user.",Delete and restore users
f92e74e7-2563-467f-9dd0-902688cb5863,User.EnableDisableAccount.All,User Administrator,"Allows the app to enable and disable users' accounts, on behalf of the signed-in user.",Enable and disable user accounts
405a51b5-8d8d-430b-9842-8be4b0e9f324,User.Export.All,Global Reader,"Allows the app to export data (e.g. customer content or system-generated logs), associated with any user in your company, when the app is used by a privileged user (e.g. a Company Administrator).",Export user's data
63dd7cd9-b489-4adf-a28c-ac38b9a0f962,User.Invite.All,Guest Inviter,"Allows the app to invite guest users to the organization, on behalf of the signed-in user.",Invite guest users to the organization
637d7bec-b31e-4deb-acc9-24275642a2c9,User.ManageIdentities.All,User Administrator,"Allows the app to read, update and delete identities that are associated with a user's account that the signed-in user has access to. This controls the identities users can sign-in with.",Manage  user identities
a154be20-db9c-4678-8ab7-66f6cc099a59,User.Read.All,Directory Readers,"Allows the app to read the full set of profile properties, reports, and managers of other users in your organization, on behalf of the signed-in user.",Read all users' full profiles
204e0828-b5ca-4ad8-b9f3-f32a958e7cc4,User.ReadWrite.All,User Administrator,"Allows the app to read and write the full set of profile properties, reports, and managers of other users in your organization, on behalf of the signed-in user.",Read and write all users' full profiles
fc30e98b-8810-4501-81f5-c20a3196387b,User.RevokeSessions.All,Helpdesk Administrator,"Allow the app to revoke all sign in sessions for a user, on behalf of a signed-in user.",Revoke all sign in sessions for a user
1f6b61c5-2f65-4135-9c9f-31c0f8d32b52,UserAuthenticationMethod.Read,Reports Reader,"Allows the app to read the signed-in user's authentication methods, including phone numbers and Authenticator app settings. This does not allow the app to see secret information like the signed-in user's passwords, or to sign-in  or otherwise use the signed-in user's authentication methods.",Read user authentication methods.
aec28ec7-4d02-4e8c-b864-50163aea77eb,UserAuthenticationMethod.Read.All,Helpdesk Administrator,"Allows the app to read authentication methods of all users in your organization that the signed-in user has access to. Authentication methods include things like a userï¿½??s phone numbers and Authenticator app settings. This does not allow the app to see secret information like passwords, or to sign-in or otherwise use the authentication methods.",Read all users' authentication methods
48971fc1-70d7-4245-af77-0beb29b53ee2,UserAuthenticationMethod.ReadWrite,User Administrator,"Allows the app to read and write the signed-in user's authentication methods, including phone numbers and Authenticator app settings.                       This does not allow the app to see secret information like the signed-in user's passwords, or                      to sign-in or otherwise use the signed-in user's authentication methods.  ",Read and write user authentication methods
b7887744-6746-4312-813d-72daeaee7e2d,UserAuthenticationMethod.ReadWrite.All,Authentication Administrator," Allows the app to read and write authentication methods of all users in your organization that the signed-in user has access to.                       Authentication methods include things like a userï¿½??s phone numbers and Authenticator app settings. This                      does not allow the app to see secret information like passwords, or to sign-in or otherwise use the authentication methods.",Read and write all users' authentication methods.
14195339-1fe4-48a7-a0d3-a39eb9fd8958,UserAuthMethod-Passkey.Read.All,Helpdesk Administrator,"Allows the app to read passkey authentication methods of all users in your organization that the signed-in user has access to. This does not allow the app to see secret information like passwords, or to sign-in or otherwise use the authentication methods.",Read all users' passkey authentication methods
64930478-d0ea-4671-ad72-fe0d9821df09,UserAuthMethod-Passkey.ReadWrite.All,User Administrator,"Allows the app to read and write passkey authentication methods of all users in your organization that the signed-in user has access to. This does not allow the app to see secret information like passwords, or to sign-in or otherwise use the authentication methods.",Read and write all users' passkey methods.
834bcc1c-762f-41b0-bb91-1cdc323ee4bf,UserTeamwork.Read,User,Allows the app to read the teamwork settings of the signed-in user.,Read user teamwork settings
27470298-d3b8-4b9c-aad4-6334312a3eac,VirtualAppointment.Read,User Administrator,Allows an application to read virtual appointments for the signed-in user. Only an organizer or participant user can read their virtual appointments.ï¿½?ï¿½ï¿½,Read a user's virtual appointments
2ccc2926-a528-4b17-b8bb-860eed29d64c,VirtualAppointment.ReadWrite,Teams Administrator,Allows an application to read and write virtual appointments for the signed-in user. Only an organizer or participant user can read and write their virtual appointments.ï¿½?ï¿½,Read and write a user's virtual appointmentsï¿½?ï¿½ï¿½
20d02fff-a0ef-49e7-a46e-019d4a6523b7,VirtualAppointmentNotification.Send,User,Allows an application to send notifications for virtual appointments for the signed-in user.,Send notification regarding virtual appointments for the signed-in user
6b616635-ae58-433a-a918-8c45e4f304dc,VirtualEvent.Read,Global Reader,Allows the app to read virtual events created by you,Read your virtual events
d38d189c-e29b-4344-8b3b-829bfa81380b,VirtualEvent.ReadWrite,Teams Administrator,Allows the app to read and write virtual events for you,Read and write your virtual events
11776c0c-6138-4db3-a668-ee621bea2555,WindowsUpdates.ReadWrite.All,Windows Update Deployment Administrator,Allows the app to read and write all Windows update deployment settings for the organization on behalf of the signed-in user.,Read and write all Windows update deployment settings
f1ccd5a7-6383-466a-8db8-1a656f7d06fa,WorkforceIntegration.Read.All,Global Reader,"Allows the app to read workforce integrations, to synchronize data from Microsoft Teams Shifts, on behalf of the signed-in user.",Read workforce integrations
08c4b377-0d23-4a8b-be2a-23c1c1d88545,WorkforceIntegration.ReadWrite.All,Teams Administrator,"Allows the app to manage workforce integrations, to synchronize data from Microsoft Teams Shifts, on behalf of the signed-in user.",Read and write workforce integrations
